pgpid,shelfmark,type,doc_date_original,doc_date_calendar,doc_date_standard
36162,T-S Ar.35.269,Credit instrument or private receipt,502,Hijrī,1108-08-11/1109-07-30
36174,T-S Ar.35.9,State document,631,Hijrī,1233-10-07/1234-09-25
36185,T-S Ar.35.94,State document,504,Hijrī,1110-07-20/1111-07-09
36210,ENA NS 47.24,Legal document,Kislev/Tevet 5460,Anno Mundi,1699-11-23/1700-01-20
36233,ENA 3957.7,Legal document,Dhū l-Qaʿda 606,Hijrī,1210-04-27/1210-05-26
36234,BL Or. 12369.46,Legal document,660-05,Hijrī,1261-11-26/1262-11-14
36280,T-S AS 178.195,State document,533,Hijrī,1138-09-08/1139-08-27
36411,T-S AS 152.126,Legal document,533,Hijrī,1138-09-08/1139-08-27
36416,T-S AS 149.53,Credit instrument or private receipt,Adar 1455,Seleucid,1144-02-07/1144-03-06
36428,T-S AS 150.38,Credit instrument or private receipt,17 Muḥarram 507,Hijrī,1113-07-04
36441,T-S Misc.29.22,Legal document,495,Hijrī,1101-10-26/1102-10-14
36445,Bodl. MS Heb. d 74/38,State document,Muḥarram 487,Hijrī,1094-01-21/1094-02-19
36459,T-S 13J8.11,Legal document,Tammuz 1524,Seleucid,1213
36470,Bodl. MS heb. b 11/1,Legal document,4 Ṭevet 1399,Seleucid,1087-12-02
36492,CUL Add.3420.2 + CUL Add.3419,Legal document,15 Iyyar 1409,Seleucid,1098-04-19
36515,ENA 3963.4,Legal document,17 Rabīʿ II 433,Hijrī,1041-12-19
36523,T-S J3.47,Legal document,"Wednesday, 15 Av 1344",Seleucid,1033-07-14
36529,"Moss. IXa,2.59",Credit instrument or private receipt,1247,Hijrī,1812-01-16/1813-01-03
36539,T-S K16.78,Legal document,973,Hijrī,1565-07-29/1566-07-18
36558,T-S AS 146.49,State document,Dhū l-Ḥijja 630,Hijrī,1233-09-08/1233-10-06
36559,ENA 4011.55,Legal document,4 Adar II 1464,Seleucid,1153-03-02
36584,"Moss. VII,92.1",Legal document,1649,Seleucid,1337-08-28/1338-09-14
36592,"Moss. IV,31.3",Paraliterary text,1521,Seleucid,1209-09-01/1210-09-19
36593,"Moss. IV,31.3",Paraliterary text,1521,Seleucid,1209-09-01/1210-09-19
36610,"Moss. IXa,2.15",Legal document,562,Hijrī,1166-10-28/1167-10-16
36617,"Moss. IXa,2.11",Credit instrument or private receipt,25 Shawwāl 635,Hijrī,1238-06-10
36619,"Moss. IXa,2.18",Legal document,1243,Hijrī,1827-07-25/1828-07-13
36672,"Moss. IXa,2.32",State document,Dhū l-Qaʿda 509,Hijrī,1114-04-09/1114-05-08
36691,"Moss. IXa,2.57",State document,8 Dhū l-Ḥijja 623,Hijrī,1226-11-30
36702,"Moss. IXa,2.73",State document,584,Hijrī,1188-03-02/1189-02-18
36706,"Moss. IXa,2.72",State document,525,Hijrī,1130-12-04/1131-11-22
36738,T-S AS 179.229,State document,54[.],Hijrī,1145/1154
36771,T-S AS 179.303 + T-S AS 179.304,List or table,545/547,Hijrī,1150/1153
36779,T-S AS 179.323,State document,567,Hijrī,1171-09-04/1172-08-22
36797,T-S AS 179.155,State document,418,Hijrī,1027-02-11/1028-01-30
36876,T-S AS 178.30,State document,537,Hijrī,1142-07-27/1143-07-15
36884,T-S AS 178.40,State document,630,Hijrī,1232-10-18/1233-10-06
36981,T-S AS 178.311,State document,595,Hijrī,1198-11-03/1199-10-22
36990,T-S AS 178.342,Legal document,Ṣafar 605,Hijrī,1208-08-15/1208-09-12
37027,T-S AS 177.68 + T-S AS 177.83,List or table,Ramaḍān 637,Hijrī,1240-03-26/1240-04-24
37031,T-S AS 177.74,State document,Muḥarram 468,Hijrī,1075-08-16/1075-09-14
37034,T-S AS 177.82,State document,520,Hijrī,1126-01-27/1127-01-16
37049,T-S AS 177.98,List or table,623,Hijrī,1226-01-02/1226-12-21
37055,T-S AS 177.104,Legal document,Ramaḍān 777,Hijrī,1376-01-24/1376-02-22
37068,T-S AS 177.122,List or table,Dhū l-Qaʿda 579 / Muḥarram 580,Hijrī,1184-02-15/1184-05-13
37078,T-S AS 177.141,Credit instrument or private receipt,Jumādā I 723,Hijrī,1323-05-08/1323-06-06
37118,T-S AS 177.218,Legal document,Ṣafar 523,Hijrī,1129-01-24/1129-02-21
37122,T-S AS 177.223,State document,Dhū l-Ḥijja 509,Hijrī,1116-04-16/1116-05-15
37147,T-S AS 177.275,Legal document,517,Hijrī,1123-03-01/1124-02-18
37150,T-S AS 177.284,List or table,639,Hijrī,1241-07-12/1242-06-30
37211,T-S AS 176.108,State document,505,Hijrī,1111-07-10/1112-06-27
37229,T-S AS 176.150,Credit instrument or private receipt,Ramaḍān 507,Hijrī,1114-02-09/1114-03-10
37241,T-S AS 176.164,State document,525,Hijrī,1130-12-04/1131-11-22
37259,T-S AS 176.214,State document,Rajab 548,Hijrī,1153-09-22/1153-10-21
37268,T-S AS 176.226,Credit instrument or private receipt,527,Hijrī,1132-11-12/1133-10-31
37384,T-S AS 180.101,List or table,Muḥarram 957,Hijrī,1550-01-20/1550-02-18
37396,T-S AS 180.147,Legal document,Jumādā II 548,Hijrī,1153-08-24/1153-09-21
37411,T-S AS 180.177,List or table,505,Hijrī,1111-07-10/1112-06-27
37416,T-S AS 180.203,State document,12 Rabīʿ I 509,Hijrī,1115-08-05
37434,T-S AS 181.1,Legal document,5 Ṣafar 584,Hijrī,1188-04-05
37479,T-S AS 181.147,Legal document,Rabīʿ II 535,Hijrī,1140-11-14/1140-12-12
37488,T-S AS 181.171,Credit instrument or private receipt,Shaʿbān 494,Hijrī,1101-06-01/1101-06-29
37521,T-S AS 181.272,Legal document,"Thursday, 13 Shaʿbān 632",Hijrī,1235-05-03
37533,T-S AS 183.23,Legal document,14 Shawwāl 635,Hijrī,1238-05-30
37578,T-S AS 184.166,Credit instrument or private receipt,Shaʿbān 535,Hijrī,1141-03-12/1141-04-09
37591,"Moss. VIII,64.1",State document,Muḥarram 438,Hijrī,1046-07-08/1046-08-06
37602,UPenn RAR MS 82.313.1.5,Legal document,Ramaḍān 421,Hijrī,1030-09-02/1030-10-01
37606,T-S AS 186.6,State document,523,Hijrī,1128-12-25/1129-12-14
37628,L-G Glass 39,Legal document,"Thursday, 21 Elul 4798",Anno Mundi,1038-08-24
37668,T-S AS 169.293,Legal document,527,Hijrī,1132-11-12/1133-10-31
37709,T-S Ar.39.303,Legal document,1522,Seleucid,1210-09-20/1211-09-09
37734,p. Heid. Hebr. 22,Paraliterary text,Rabīʿ I 527,Hijrī,1133-01-10/1133-02-08
37749,T-S AS 148.125,Legal document,Heshvan 1549,Seleucid,1238-05-17/1238-06-14
37758,T-S AS 148.55,Legal document,"Friday, 7 Iyyar 1552",Seleucid,1241-04-19
37786,T-S AS 183.196,State document,513,Hijrī,1119-04-14/1120-04-01
37828,T-S AS 183.326,State document,535,Hijrī,1140-08-17/1141-08-05
37845,T-S AS 183.168,State document,525,Hijrī,1130-12-04/1131-11-22
37875,T-S AS 183.111,State document,525–26,Hijrī,1130/1132
37884,T-S AS 183.87 + T-S AS 183.89,State document,Ramaḍān 520,Hijrī,1126-09-20/1126-10-19
37887,T-S AS 183.84,State document,Jumādā I 517,Hijrī,1123-06-27/1123-07-26
37888,TS AS 183.83,State document,643,Hijrī,1245-05-29/1246-05-18
37889,T-S AS 183.82,List or table,Ramaḍān 639,Hijrī,1242-03-05/1242-04-03
37890,T-S AS 183.81,Legal document,Shawwāl 508,Hijrī,1115-02-28/1115-03-28
37898,T-S AS 183.71,Credit instrument or private receipt,Dhū l-Qaʿda 691,Hijrī,1292-10-14/1292-11-12
37901,T-S AS 183.65,Legal document,454,Hijrī,1062-01-15/1063-01-03
37934,"Moss. VII,161",Legal document,Ramaḍān 452,Hijrī,1060-09-29/1060-10-28
37935,"Moss. VII,161",Letter,Ramaḍān 452,Hijrī,1060-09-29/1060-10-28
37978,T-S AS 206.226,List or table,Tammuz 5627,Anno Mundi,1867-07-04/1867-08-01
38004,T-S 16.49,Legal document,Tevet 1397,Seleucid,1085-12-21/1086-01-18
38023,T-S Misc.11.228,Letter,Adar 5552,Anno Mundi,1792-02-24/1792-03-23
38057,T-S 8K20.3,Paraliterary text,4800,Anno Mundi,1039-09-22/1040-09-10
38058,T-S 10J6.6,Legal document,Jumādā I 426,Hijrī,1035-03-14/1035-04-12
38059,T-S 16.6,Letter,Kislev [12]74,Seleucid,0962-10-31/0962-11-29
38065,T-S Misc.36.174,Literary text,"Monday, 26 Shevaṭ 4837",Anno Mundi,1077-01-23
38066,T-S AS 145.118 + T-S AS 145.285,Legal document,6 Kislev 1542,Seleucid,1230-11-13
38077,ENA 2229.5,Paraliterary text,14[...],Seleucid,1088-09-19/1188-09-23
38079,"Moss. IV,210",State document,5 Ṣafar 570,Hijrī,1174-09-05
38098,JRL Gaster ar. 308,Credit instrument or private receipt,1267,Hijrī,1850-11-06/1851-10-26
38121,T-S AS 152.27,State document,Ramaḍān 566,Hijrī,1171-05-08/1171-06-06
38159,T-S 12.850,Legal document,Last decade of Sivan 1442,Seleucid,1131-06-18/1131-06-27
38176,T-S AS 143.2,List or table,"Monday, 20 Iyyar 2143",Seleucid,1832-05-20
38180,T-S H15.124,State document,5 Muḥarram 592,Hijrī,1195-12-10
38182,"Moss. III,207",State document,Dhū l-Ḥijja 454,Hijrī,1062-12-06/1063-01-03
38244,T-S 8F1,Paraliterary text,Tammuz 1422,Seleucid,1111-06-09/1111-07-07
38245,AIU VII.A.22,Legal document,first decade of Dhū l-Qaʿda 517,Hijrī,1123-12-21/1123-12-30
38251,JRL SERIES AF 23,Legal document,Adar I 1437,Seleucid,1126-01-27/1126-02-05
38254,T-S 12.42 + T-S 12.109 + T-S 12.157,List or table,Muḥarram 481,Hijrī,1088-03-27/1088-04-25
38263,T-S NS 306.61,State document,502,Hijrī,1108-08-11/1109-07-30
38277,T-S NS 306.3,Literary text,Shaʿbān 724,Hijrī,1324-07-24/1324-08-21
38287,T-S Ar.52.191,Legal document,15 Jumādā II 423,Hijrī,1032-05-29
38295,BL OR 10578E.28,List or table,1542,Seleucid,1230-09-09/1231-08-29
38311,T-S 16.291,List or table,1537,Seleucid,1225-09-04/1226-09-23
38369,T-S AS 184.452,State document,13 Jumādā II 403,Hijrī,1012-12-30
38380,T-S 18J1.17,Legal document,Dhū al-Qada 508,Hijrī,1115-04
38501,T-S K10.16,List or table,1238,Hijrī,1822-09-18/1823-09-06
38508,T-S AS 205.194,List or table,Dhū l-Qaʿda 947 – Shawwāl 947,Hijrī,1540-03-09/1541-02-26
38543,RNL Yevr.-Arab II 223,Paraliterary text,5 Tishrei 1328,Seleucid,1016-09-10
38544,RNL Yevr. II B 159,Paraliterary text,4703,Anno Mundi,943
38549,RNL Yevr.-Arab II 225,Paraliterary text,5 Tishrei 1328,Seleucid,1016-09-10
38552,ENA NS 49.26,Legal document,28 Elul 1594,Seleucid,1283-09-21
38561,T-S AS 173.335,Legal document,1493,Seleucid,1181-09-12/1182-08-30
38593,T-S AS 173.53,Letter,444,Hijrī,1052-05-03/1053-04-22
38606,RNL Yevr. I B 19,Paraliterary text,1319,Seleucid,1008
38607,RNL Yevr. II B 1283,Paraliterary text,(4)818,Anno Mundi,1058
38608,RNL Yevr. II B 1283,Paraliterary text,(4)818,Anno Mundi,1058
38625,RNL Yevr. II B 94,Paraliterary text,Heshvan 1411,Seleucid,1099-10-19/1099-11-16
38660,JTS Krengel 110,State document,531,Hijrī,1136-09-29/1137-09-18
38665,T-S AS 165.187,Legal document,1424,Seleucid,1112-09-23/1113-09-12
38681,T-S AS 113.85,State document,329,Hijrī,0940-10-06/0941-09-25
38708,T-S AS 122.141,Legal document,1490,Seleucid,1178-09-14/1179-09-02
38711,T-S H5.119 + T-S AS 122.8 + T-S NS 289.132 + T-S AS 132.176 + ENA 2954.6 + ENA 2954.7,List or table,537,Hijrī,1142-07-27/1143-07-15
38743,T-S AS 144.94,Paraliterary text,Kislev 4907,Anno Mundi,1146-11-07/1146-12-05
38744,T-S AS 145.125,Credit instrument or private receipt,Ṭevet 1450,Seleucid,1138-12-06/1139-01-03
38759,T-S AS 146.289,Legal document,510,Hijrī,1116-05-16/1117-05-04
38763,T-S AS 146.341,Legal document,620,Hijrī,1223-02-04/1224-01-23
38784,T-S AS 149.160,Paraliterary text,1476,Seleucid,1164-09-19/1165-09-08
38798,T-S 12.669,State document,25 Shawwāl 446,Hijrī,1055-01-27
38805,T-S AS 152.115,Legal document,Dhū l-Qaʿda 525,Hijrī,1131-09-25/1131-10-24
38904,T-S 13J8.31,Legal document,Rabīʿ I 434,Hijrī,1042-10-19/1042-11-17
38905,T-S AS 157.482,List or table,456,Hijrī,1063-12-25/1064-12-12
38930,T-S AS 182.257,State document,19 Muḥarram 541,Hijrī,1146-07-01
38956,T-S AS 182.213,State document,Muḥarram 514,Hijrī,1120-04-02/1120-05-01
38981,T-S AS 182.311,Legal document,13 Jumādā I 913,Hijrī,1507-09-20
39003,T-S Ar.39.356,Legal document,Dhū l-Qaʿda 809,Hijrī,1407-04-09/1407-05-08
39016,T-S K1.106,Legal document,Rabiʿ II 448,Hijrī,1056-06-18/1056-07-16
39021,T-S AS 82.8,State document,Dhū l-Ḥijja 546,Hijrī,1152-03-10/1152-04-07
39028,T-S AS 50.99,State document,Muḥarram 557,Hijrī,1161-12-21/1162-01-19
39030,T-S AS 42.44,Paraliterary text,1665,Seleucid,1353-08-31/1354-09-17
39034,Bodl. MS heb. b 18/23,State document,Rajab 415,Hijrī,1024-09-08/1024-10-07
39039,T-S Misc.8.37,Paraliterary text,5010,Anno Mundi,1249-09-09/1250-08-28
39054,"Moss. VII,17",State document,27 Jumādā II 527,Hijrī,1133-05-02
39062,RNL Yevr. II C1,Paraliterary text,28 Heshvan 1598,Seleucid,1286-11-17
39063,Yevr. Arab. I 1404,Paraliterary text,Kislev 4969,Anno Mundi,1208-11-11/1208-12-09
39076,T-S AS 151.199,Credit instrument or private receipt,1475,Seleucid,1163-08-31/1164-09-18
39096,T-S K25.240.6,State document,615,Hijrī,1218-03-30/1219-03-18
39113,T-S 10J28.11,Legal document,1434,Seleucid,1122-09-04/1123-09-21
39115,T-S Ar.52.248,Letter,506,Hijrī,1112-06-28/1113-06-17
39124,T-S Ar.54.19,Credit instrument or private receipt,Kislev 1451,Seleucid,1139-10/1139-11
39137,T-S Ar.54.19,Credit instrument or private receipt,Nisan 1451,Seleucid,1140-03-21/1140-04-19
39144,BL OR 2598.162,Letter,Iyar 1512,Seleucid,1201-04-07/1201-05-05
39148,T-S 24.25,Legal document,First decade of Shevaṭ 1460,Seleucid,1149-01-12/1149-01-21
39161,UU 1090,Credit instrument or private receipt,Rabīʿ I 1079,Hijrī,1668-08-09/1668-09-07
39196,T-S Ar.30.30,Legal document,Dhū l-Qaʿda 526,Hijrī,1132-09-13/1132-10-12
39198,T-S Ar.30.89,State document,Rajab 574,Hijrī,1178-12-13/1179-01-11
39213,T-S AS 176.1,Legal document,419,Hijrī,1028-01-31/1029-01-19
39214,T-S Ar.35.162,State document,29 Dhū l-Qaʿda 404,Hijrī,1014-05-31
39225,T-S Ar.29.145,Legal document,Tammuz 1481,Seleucid,1170-06-16/1170-07-14
39229,T-S AS 148.125,Legal document,Heshvan 1549,Seleucid,1238-05-17/1238-06-14
39230,CUL Or.1080 J117,Legal document,481,Hijrī,1088-03-27/1089-03-15
39233,T-S Ar.35.348,State document,530,Hijrī,1135-10-11/1136-09-28
39236,T-S NS J164,Legal document,"Tuesday, 8 Tammuz 1451",Seleucid,1140-06-25
39241,HUC 1007,Letter,4838,Anno Mundi,1077-09-21/1078-09-09
39250,HUC 1037,Legal document,"Thursday, 1 Nisan 5583",Anno Mundi,1823-03-13
39263,HUC 23,Legal document,Ṭevet 5362,Anno Mundi,1601-12-25/1602-01-22
39274,HUC 1165,List or table,1551,Seleucid,1239-09-01/1240-09-17
39275,HUC 1137,List or table,17 Rajab 602,Hijrī,1206-02-27
39277,T-S NS J56,Legal document,5th Shevat 1456,Seleucid,1145-01-01
39287,HUC 1117,Letter,5462,Anno Mundi,1701-10-03/1702-09-22
39289,HUC 1115,Legal document,5525,Anno Mundi,1764-09-27/1765-09-15
39291,HUC 1111,Letter,5521,Anno Mundi,1760-09-11/1761-09-28
39309,T-S Ar.40.13,State document,402,Hijrī,1011-08-04/1012-07-22
39326,"St. Catherine, Atiya no. 962",State document,Dhū l-Qaʿda 524,Hijrī,1130-10-06/1130-11-04
39327,Coptic Museum of Cairo (al-Matḥaf al-Qibṭī) inv. 2704,State document,415,Hijrī,1024-03-15/1025-03-03
39381,T-S AS 126.17,State document,515,Hijrī,1121-03-22/1122-03-11
39447,T-S Ar.39.237,Legal document,15 Shawwāl 545,Hijrī,1151-02-04
39455,T-S 10J7.10,Legal document,1440,Seleucid,1129
39459,T-S AS 202.212,Legal document,"Wednesday, 23 Nisan 1553",Seleucid,1242-03-26
39488,ENA 2867.7,Legal document,457,Hijrī,1064-12-13/1065-12-02
39502,ENA NS 43.10,Credit instrument or private receipt,Iyyar 5320,Anno Mundi,1560-04-27/1560-05-25
39504,Yevr.-Arab. II 1561,Legal document,"Monday, 4 Shevat 5321",Anno Mundi,1561-01-21
39532,"MS 9160, fol. 9",List or table,12 Sivan 5352,Anno Mundi,1592-05-23
39534,ENA 3285.19 + ENA 3285.18,State document,550,Hijrī,1155-03-07/1156-02-24
39551,AIU VII.D.99 + BL OR 12369.11 + Yevr. II A 1292,Legal document,Sivan 5582,Anno Mundi,1822-05-21/1822-06-19
39552,BL OR 12369.14,Legal document,Adar 5425,Anno Mundi,1665-02-16/1665-03-16
39553,BL OR 12369.15,Legal document,Adar II 5608,Anno Mundi,1848-03-06/1848-04-03
39563,AIU VII.D.4 + T-S 8J4.3 + T-S 13J5.1,Legal document,25 Shevaṭ 1339,Seleucid,1027-02-05
39564,T-S 13J5.1,Legal document,Monday 16 Tevet 1339,Seleucid,1027-12-18
39566,T-S 13J5.1,Legal document,25th Shevat 1339,Seleucid,1028-01-25
39570,T-S 8J4.3,Legal document,13th Adar I 1339,Seleucid,1028-02-12
39580,"Moss. Xa,3.7",Legal document,Shawwāl 494,Hijrī,1101-07-30/1101-08-27
39593,"Moss. Xa,3.17",Literary text,19 Dhū l-Ḥijja 1094 AH,Hijrī,1683-12-09
39594,"Moss. Xa,3.18",Credit instrument or private receipt,19 Ramaḍān 509,Hijrī,1116-02-05
39600,"Moss. Xa,3.26",Legal document,8 Muḥarram 1021,Hijrī,1612-03-11
39605,"Moss. Xa,3.34",State document,22 Rabīʿ II 503,Hijrī,1109-11-18
39606,T-S Ar.35.5,Letter,7 Elul 5597,Anno Mundi,1837-09-07
39623,T-S Ar.35.413,Legal document,2 Rabiʿ II 558,Hijrī,1163-03-10
39630,T-S NS 321.5,List or table,Shevat 5354,Anno Mundi,1594-01-22/1594-02-20
39645,ENA 3730.2,List or table,941,Hijrī,1534-07-13/1535-07-01
39674,ENA 3824.5,State document,[5]32,Hijrī,1137-09-19/1138-09-07
39677,ENA 3845.5,Legal document,458,Hijrī,1065-12-03/1066-11-21
39686,ENA 3920.7,State document,575,Hijrī,1179-06-08/1180-05-27
39713,ENA 4101.1,State document,549,Hijrī,1154-03-18/1155-03-06
39716,AIU VII.F.92,List or table,Heshvan 5633,Anno Mundi,1872-11-02/1872-11-30
39728,T-S NS 271.200,List or table,1126,Hijrī,1714-01-17/1715-01-06
39730,T-S NS 271.200,Legal document,8 Kislev 5459,Anno Mundi,1698-11-11
39737,T-S AS 208.104,List or table,Elul 1459,Seleucid,1148-08-18/1148-09-15
39738,T-S AS 208.109,List or table,Jumada II 944,Hijrī,1537-11-05/1537-12-03
39813,T-S AS 207.79,,Tevet 1525,Seleucid,1213-12-15/1214-01-12
39864,T-S AS 185.109,List or table,Rabīʿ I 964,Hijrī,1557-01-02/1557-01-31
39876,T-S AS 185.138,Credit instrument or private receipt,Heshvan 5422,Anno Mundi,1661-10-24/1661-11-22
39895,T-S AS 185.202,Credit instrument or private receipt,1189,Hijrī,1775-03-04/1776-02-20
39938,T-S 13J3.10,Legal document,9 Sivan 1470,Seleucid,1159-05-27
39940,T-S 13J3.10,Legal document,9 Sivan 1470,Seleucid,1159-05-27
39941,T-S 13J3.10,Legal document,Adar 1470,Seleucid,1159-01-21/1159-02-19
40029,Bodl. MS heb. d 61/9,Legal document,Sivan 1411,Seleucid,1100-05
40035,T-S 24.15,Legal document,Monday 1st Iyyar 1437,Seleucid,1126-04-26
40036,T-S 24.15,Legal document,Friday 15 of Adar 1443,Seleucid,1132-03-04
40038,ENA 1177.24,Paraliterary text,1211,Hijrī,1796-07-07/1797-06-25
40041,T-S Misc.34.11,Literary text,5635,Anno Mundi,1874-09-12/1875-09-29
40044,CUL Add.3422,Legal document,Thursday 6th Nissan 1409,Seleucid,1098-03-11
40045,CUL Add.3422,Legal document,"Thursday, 10 Sivan 1409",Seleucid,1098-05-13
40046,T-S Misc.24.137.2,Legal document,Monday 3rd of Nissan 1410,Seleucid,1099-03-28
40048,T-S Misc.24.137.2,Legal document,25th Adar II 1410,Seleucid,1099-03-21
40049,T-S Misc.24.137.2,Legal document,25th Adar II 1410,Seleucid,1099-03-21
40050,"Moss. V,374",Legal document,"Thursday, 8 Iyyar [1411]",Seleucid,1100-04-19
40063,T-S NS 311.2,Legal document,Sunday Elul 1st 1409,Seleucid,1098-08-01
40066,T-S K10.17,Legal document,8 Kislev 5517,Anno Mundi,1756-12-01
40086,General 163.1,Legal document,25 Tammuz 5524,Anno Mundi,1764-07-25
40098,ENA 2689.3,List or table,5574,Anno Mundi,1813-09-25/1814-09-14
40100,T-S Misc.10.170,Legal document,29 Adar 5582,Anno Mundi,1822-03-22
40101,JRL SERIES L 17,Letter,1 Kislev 5583,Anno Mundi,1822-11-15
40102,JRL SERIES A 1273,Paraliterary text,Rabīʿ I 1243,Hijrī,1827-09-22/1827-10-21
40105,T-S Ar.39.420,,Muharram 1307,Hijrī,1889-08-28/1889-09-26
40106,T-S 8J17.9,Legal document,Ṭevet 1443,Seleucid,1131-12-22/1132-01-19
40109,RNL Yevr.-Arab. I 4816,Legal document,14 Heshvan 1500,Seleucid,1188-11-06
40111,RNL Ms Yevr. Antonin B 154,Paraliterary text,4603,Anno Mundi,842/843
40112,ENA NS 47.8,Paraliterary text,5424,Anno Mundi,1663-10-02/1664-09-19
40123,AIU VII.D.46,Legal document,Kislev 5488,Anno Mundi,1727-11-14/1727-12-13
40128,T-S AS 221.307,Paraliterary text,"2 Tammuz, 1504",Seleucid,1193
40132,T-S AS 144.7,Legal document,5 Elul 5576,Anno Mundi,1816-08-29
40133,ENA NS 29.23,Letter,16 Dhū l-Ḥijja 1245,Hijrī,1830-06-08
40134,JRL SERIES A 289,List or table,5581,Anno Mundi,1820-09-09/1821-09-26
40135,JRL Series L 29,List or table,Nisan 5582,Anno Mundi,1822-03-23/1822-04-21
40137,BL OR 12369.24,List or table,5584,Anno Mundi,1823-09-06/1824-09-22
40138,Yevr.-Arab. II 2336,Legal query or responsum,19 Adar 1707,Seleucid,1396-02-29
40139,NLI Ms. Ar. 276.10,Legal document,19 Rabīʿ II 1056,Hijrī,1646-06-04
40140,NLI Ms. Ar. 276.14,Legal document,4 Rabīʿ II 1106,Hijrī,1694-11-22
40141,NLI Ms. Ar. 276.5,Legal document,8 Shaʿbān 1104,Hijrī,1693-04-14
40142,NLI Ms. Ar. 276.15,Legal document,17 Jumādā II 1104,Hijrī,1693-02-23
40143,NLI Ms. Ar. 276.2,Legal document,17 Ṣafar 1228,Hijrī,1813-02-19
40144,NLI Ms. Ar. 276.3,Legal document,28 Dhū l-Qaʿda 1122,Hijrī,1711-01-18
40146,II Firk. Arab. 1,Legal document,1 Rabīʿ II 553,Hijrī,1158-05-02
40147,II Firk. Arab. 3,Legal document,19 Jumādā II 638,Hijrī,1241-01-05
40177,ENA 2433.6 + ENA 2433.7 + ENA 2433.9,Paraliterary text,1 Elul 5092,Anno Mundi,1332-08-23
40180,MIAC 33,Letter,22 Elul 5685,Anno Mundi,1925-09-11
40181,T-S 16.355,Legal document,8 Adar 1572,Seleucid,1261-02-09
40185,T-S 12.509,Legal document,Kislev 1[4]14,Seleucid,1102-11-14/1102-12-13
40196,T-S 8J5.2,Legal document,25 Nisan 1443,Seleucid,1132-04-12
40207,T-S J1.11 + T-S 6Ja3,Legal document,Elul 1411,Seleucid,1100-08-08/1100-09-05
40208,T-S J1.11 + T-S 6Ja3,Legal document,Tishrei 1412,Seleucid,1100-09-06/1100-10-05
40226,ENA 2462.18,Legal document,49[.],Hijrī,1096-12-19/1106-09-01
40228,NLI Ar. 726,Legal document,29th Ramaḍān 684,Hijrī,1285-11-28
40229,NLI Ar. 724,Legal document,11th Dhu al-Qa'da 605,Hijrī,1209-05-17
40230,NLI Ar. 723,Legal document,4 Dhu al-Hijja 769,Hijrī,1368-07-21
40232,Yevr. II A 1241/5,Legal document,16 Nisan 5433,Anno Mundi,1673-04-02
40236,Yevr. II A 1241/4,Legal document,16 Tishrei 5445,Anno Mundi,1684-09-24
40237,Yevr. II A 1241/6,Legal document,14 Adar 5454,Anno Mundi,1694-03-11
40238,Yevr. II A 1241/7,Legal document,7 Shevat 5483,Anno Mundi,1723-01-13
40239,Yevr. II A 1241/8,Legal document,15 Heshvan 5485,Anno Mundi,1724-11-01
40240,Yevr. II A 1241/9,Legal document,26 Adar 5487,Anno Mundi,1727-03-19
40241,Yevr. II A 1241/10,Legal document,17 Tammuz 5519,Anno Mundi,1759-07-12
40242,Yevr. II A 1241/1,Legal document,1 Tevet 5490,Anno Mundi,1729-12-21
40243,Yevr. II A 1241/2,Legal document,23 Shevat 5414,Anno Mundi,1654-02-10
40244,Yevr. II A 1241/3,Legal document,3 Iyyar 5437,Anno Mundi,1677-05-05
40245,T-S 28.6,Legal document,Tammuz 4834,Anno Mundi,1074-06-29/1074-07-27
40251,JCC 1,Legal document,9th of Shaʿbān 429,Hijrī,1038-05-17
